age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score) 
46, Private,161819, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,25, United-States,no,0.17
51, Private,175122, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,no,0.13
39, Private,286026, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,no,0.47
33, Private,392812, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,no,0.22
51, Local-gov,227261, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,no,0.14
51, Local-gov,169182, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,0,45, Cuba,no,0.13
58, Private,117299, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,no,0.17
33, Local-gov,40142, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States,no,0.11
47, Private,78022, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,no,0.46
42, Private,56072, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,no,0.46
27, Private,96718, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States,no,0.15
25, State-gov,66692, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,no,0.08
31, Private,264351, 12th,8, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Mexico,no,0.21
27, Private,95725, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States,no,0.17
25, Private,235218, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.1
24, Federal-gov,332194, 9th,5, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States,no,0.05
46, State-gov,76075, Assoc-voc,11, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States,no,0.06
29, Private,234972, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,no,0.27
60, Self-emp-not-inc,359988, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,12, United-States,no,0.04
33, Private,154950, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,no,0.33
17, Private,272372, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,7, United-States,no,0.17
54, Private,295525, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,no,0.36
41, Federal-gov,58447, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,yes,0.62
36, Private,153078, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Hong,yes,0.83
42, Local-gov,335248, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States,no,0.13
35, Local-gov,225544, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,no,0.2
45, Private,118714, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.34
20, Federal-gov,114365, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.01
66, Self-emp-not-inc,244749, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba,no,0.17
58, Private,218312, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,no,0.18
32, Private,198183, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,no,0.46
30, Private,118551, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,no,0.2
50, Self-emp-not-inc,200618, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,no,0.23
44, Private,210525, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.5
61, State-gov,205482, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,60, United-States,no,0.23
21, Private,203178, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,no,0.03
57, Self-emp-not-inc,87584, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,no,0.11
22, Private,293324, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,no,0.14
49, Private,191821, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States,no,0.15
53, State-gov,205949, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,no,0.22
43, Self-emp-not-inc,136986, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States,no,0.49
39, Private,259716, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico,no,0.3
36, Federal-gov,327435, Masters,14, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,no,0.11
41, State-gov,119721, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.08
52, Private,590522, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,45, United-States,no,0.35
36, Private,128516, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,no,0.11
24, Private,345066, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, United-States,no,0.13
39, Private,365465, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.13
55, Private,180497, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Female,0,0,52, United-States,no,0.45
32, Private,49398, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States,yes,0.78
41, Local-gov,224799, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,no,0.24
20, Private,112387, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,no,0.07
43, Private,157473, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,no,0.05
22, Private,121076, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,no,0.18
28, Private,340269, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,45, United-States,no,0.15
48, Private,47343, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,70, United-States,yes,0.56
32, Local-gov,194901, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2057,70, United-States,no,0.42
37, Private,224406, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.28
28, Private,191177, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,1726,40, United-States,no,0.22
41, Private,462964, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,2174,0,50, United-States,no,0.42
61, Private,200427, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,yes,0.6
55, Private,184948, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.38
19, Private,107405, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.07
29, Private,335015, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,no,0.18
32, Private,355700, Prof-school,15, Married-AF-spouse, Prof-specialty, Wife, White, Female,99999,0,60, United-States,yes,0.78
28, Private,359049, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,1092,60, United-States,no,0.24
77, Private,171193, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,1668,30, United-States,no,0.21
45, Private,177536, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England,yes,0.59
42, State-gov,884434, Some-college,10, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,no,0.13
24, Private,42100, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States,no,0.08
70, Private,176940, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States,no,0.09
58, Private,159008, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,yes,0.53
23, Private,239539, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines,no,0.08
36, Private,296478, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.11
29, Private,192237, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,no,0.12
67, Self-emp-inc,51415, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.11
35, Private,51700, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,no,0.24
24, Private,339602, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.15
18, Self-emp-not-inc,304699, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,40, England,no,0.03
40, Private,103759, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.18
53, Private,290882, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,no,0.32
28, Private,173858, HS-grad,9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,35, China,no,0.06
17, Private,173740, 10th,6, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,no,0.09
45, Self-emp-not-inc,172822, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,3411,0,40, United-States,no,0.03
28, Private,193868, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States,no,0.28
58, Private,34169, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3103,0,25, United-States,no,0.16
39, Private,360494, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,no,0.25
50, Local-gov,173630, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States,no,0.21
57, Private,87317, 10th,6, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States,no,0.23
68, Self-emp-inc,289349, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,9386,0,70, Germany,yes,0.69
38, Federal-gov,104236, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,1471,0,40, United-States,no,0.16
58, Self-emp-not-inc,119891, Masters,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States,no,0.12
25, Private,173593, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,75, United-States,no,0.23
17, Private,116267, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Columbia,no,0.16
29, Private,278637, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.17
53, Self-emp-not-inc,335655, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States,no,0.03
27, Private,86153, HS-grad,9, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Germany,no,0.08
47, Private,167625, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,no,0.47
55, Private,173422, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.3
28, Private,267912, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Mexico,no,0.05
63, Self-emp-inc,165611, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,no,0.26
30, Private,117584, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States,no,0.28
48, Private,102202, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States,no,0.13
43, Self-emp-not-inc,297510, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,no,0.19
56, Private,146660, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,10, United-States,no,0.26
27, Private,607658, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,no,0.21
39, Self-emp-not-inc,306678, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.07
78, Self-emp-not-inc,184762, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,3471,0,50, United-States,no,0.09
38, Self-emp-not-inc,103474, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,no,0.07
43, Local-gov,187034, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.24
21, Private,151158, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,no,0.08
24, Private,117210, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,36, United-States,no,0.28
32, Self-emp-not-inc,292465, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,no,0.03
30, Private,277488, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,no,0.16
28, Private,363257, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States,no,0.35
55, Federal-gov,27385, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.05
34, Private,209768, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,yes,0.85
37, Local-gov,177277, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.2
45, Private,226081, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.4
41, Private,55395, Some-college,10, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,40, United-States,no,0.34
46, Private,28497, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States,no,0.14
29, Private,113635, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,no,0.03
19, Private,318061, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,80, United-States,no,0.18
39, Federal-gov,203070, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.04
62, Private,125832, 9th,5, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States,no,0.14
60, Private,156774, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,no,0.16
29, Private,101108, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States,no,0.14
62, Private,256723, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,no,0.46
62, Self-emp-not-inc,96299, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.09
49, Self-emp-not-inc,349151, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,40, United-States,no,0.08
41, Private,255824, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,yes,0.52
24, Private,181820, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States,no,0.17
35, Private,272944, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,yes,0.63
23, Private,299047, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,no,0.18
